CD_MUNICIPIO,NR_ZONA,DS_GRAU_ESCOLARIDADE,QT_ELEITORES_PERFIL,NM_PARTIDO,NM_MUNICIPIO,QT_TOTAL_VOTOS
85197,104,LÊ E ESCREVE,34,PROGRESSISTAS,ARROIO DO MEIO,4813
85197,104,LÊ E ESCREVE,34,Partido Trabalhista Brasileiro,ARROIO DO MEIO,433
85197,104,LÊ E ESCREVE,34,PROGRESSISTAS,ARROIO DO MEIO,7136
85197,104,SUPERIOR COMPLETO,1577,Movimento Democrático Brasileiro,ARROIO DO MEIO,6625
85197,104,SUPERIOR COMPLETO,1577,Movimento Democrático Brasileiro,ARROIO DO MEIO,6479
85197,104,SUPERIOR COMPLETO,1577,Partido dos Trabalhadores,ARROIO DO MEIO,662
85197,104,SUPERIOR COMPLETO,1577,Partido Democrático Trabalhista,ARROIO DO MEIO,1704
85197,104,SUPERIOR COMPLETO,1577,PROGRESSISTAS,ARROIO DO MEIO,4813
85197,104,SUPERIOR COMPLETO,1577,Partido Trabalhista Brasileiro,ARROIO DO MEIO,433
85197,104,SUPERIOR COMPLETO,1577,PROGRESSISTAS,ARROIO DO MEIO,7136
85197,104,SUPERIOR INCOMPLETO,1358,Movimento Democrático Brasileiro,ARROIO DO MEIO,6625
85197,104,SUPERIOR INCOMPLETO,1358,Movimento Democrático Brasileiro,ARROIO DO MEIO,6479
85197,104,SUPERIOR INCOMPLETO,1358,Partido dos Trabalhadores,ARROIO DO MEIO,662
85197,104,SUPERIOR INCOMPLETO,1358,Partido Democrático Trabalhista,ARROIO DO MEIO,1704
85197,104,SUPERIOR INCOMPLETO,1358,PROGRESSISTAS,ARROIO DO MEIO,4813
85197,104,SUPERIOR INCOMPLETO,1358,Partido Trabalhista Brasileiro,ARROIO DO MEIO,433
85197,104,SUPERIOR INCOMPLETO,1358,PROGRESSISTAS,ARROIO DO MEIO,7136
85200,4,ANALFABETO,114,PROGRESSISTAS,CAMPOS BORGES,99
85200,4,ANALFABETO,114,Movimento Democrático Brasileiro,CAMPOS BORGES,1483
85200,4,ANALFABETO,114,Partido Democrático Trabalhista,CAMPOS BORGES,1343
85200,4,ANALFABETO,114,Partido Socialista Brasileiro,CAMPOS BORGES,230
85200,4,ANALFABETO,114,Movimento Democrático Brasileiro,CAMPOS BORGES,593
85200,4,ANALFABETO,114,Partido Trabalhista Brasileiro,CAMPOS BORGES,678
85200,4,ANALFABETO,114,Partido Democrático Trabalhista,CAMPOS BORGES,1435
85200,4,ENSINO FUNDAMENTAL COMPLETO,221,PROGRESSISTAS,CAMPOS BORGES,99
85200,4,ENSINO FUNDAMENTAL COMPLETO,221,Movimento Democrático Brasileiro,CAMPOS BORGES,1483
85200,4,ENSINO FUNDAMENTAL COMPLETO,221,Partido Democrático Trabalhista,CAMPOS BORGES,1343
85200,4,ENSINO FUNDAMENTAL COMPLETO,221,Partido Socialista Brasileiro,CAMPOS BORGES,230
85200,4,ENSINO FUNDAMENTAL COMPLETO,221,Movimento Democrático Brasileiro,CAMPOS BORGES,593
85200,4,ENSINO FUNDAMENTAL COMPLETO,221,Partido Trabalhista Brasileiro,CAMPOS BORGES,678
85200,4,ENSINO FUNDAMENTAL COMPLETO,221,Partido Democrático Trabalhista,CAMPOS BORGES,1435
85200,4,ENSINO FUNDAMENTAL INCOMPLETO,1265,PROGRESSISTAS,CAMPOS BORGES,99
85200,4,ENSINO FUNDAMENTAL INCOMPLETO,1265,Movimento Democrático Brasileiro,CAMPOS BORGES,1483
85200,4,ENSINO FUNDAMENTAL INCOMPLETO,1265,Partido Democrático Trabalhista,CAMPOS BORGES,1343
85200,4,ENSINO FUNDAMENTAL INCOMPLETO,1265,Partido Socialista Brasileiro,CAMPOS BORGES,230
85200,4,ENSINO FUNDAMENTAL INCOMPLETO,1265,Movimento Democrático Brasileiro,CAMPOS BORGES,593
85200,4,ENSINO FUNDAMENTAL INCOMPLETO,1265,Partido Trabalhista Brasileiro,CAMPOS BORGES,678
85200,4,ENSINO FUNDAMENTAL INCOMPLETO,1265,Partido Democrático Trabalhista,CAMPOS BORGES,1435
85200,4,ENSINO MÉDIO COMPLETO,539,PROGRESSISTAS,CAMPOS BORGES,99
85200,4,ENSINO MÉDIO COMPLETO,539,Movimento Democrático Brasileiro,CAMPOS BORGES,1483
85200,4,ENSINO MÉDIO COMPLETO,539,Partido Democrático Trabalhista,CAMPOS BORGES,1343
85200,4,ENSINO MÉDIO COMPLETO,539,Partido Socialista Brasileiro,CAMPOS BORGES,230
85200,4,ENSINO MÉDIO COMPLETO,539,Movimento Democrático Brasileiro,CAMPOS BORGES,593
85200,4,ENSINO MÉDIO COMPLETO,539,Partido Trabalhista Brasileiro,CAMPOS BORGES,678
85200,4,ENSINO MÉDIO COMPLETO,539,Partido Democrático Trabalhista,CAMPOS BORGES,1435
85200,4,ENSINO MÉDIO INCOMPLETO,485,PROGRESSISTAS,CAMPOS BORGES,99
85200,4,ENSINO MÉDIO INCOMPLETO,485,Movimento Democrático Brasileiro,CAMPOS BORGES,1483
85200,4,ENSINO MÉDIO INCOMPLETO,485,Partido Democrático Trabalhista,CAMPOS BORGES,1343
85200,4,ENSINO MÉDIO INCOMPLETO,485,Partido Socialista Brasileiro,CAMPOS BORGES,230
85200,4,ENSINO MÉDIO INCOMPLETO,485,Movimento Democrático Brasileiro,CAMPOS BORGES,593
85200,4,ENSINO MÉDIO INCOMPLETO,485,Partido Trabalhista Brasileiro,CAMPOS BORGES,678
85200,4,ENSINO MÉDIO INCOMPLETO,485,Partido Democrático Trabalhista,CAMPOS BORGES,1435
85200,4,LÊ E ESCREVE,96,PROGRESSISTAS,CAMPOS BORGES,99
85200,4,LÊ E ESCREVE,96,Movimento Democrático Brasileiro,CAMPOS BORGES,1483
85200,4,LÊ E ESCREVE,96,Partido Democrático Trabalhista,CAMPOS BORGES,1343
85200,4,LÊ E ESCREVE,96,Partido Socialista Brasileiro,CAMPOS BORGES,230
85200,4,LÊ E ESCREVE,96,Movimento Democrático Brasileiro,CAMPOS BORGES,593
85200,4,LÊ E ESCREVE,96,Partido Trabalhista Brasileiro,CAMPOS BORGES,678
85200,4,LÊ E ESCREVE,96,Partido Democrático Trabalhista,CAMPOS BORGES,1435
85200,4,SUPERIOR COMPLETO,326,PROGRESSISTAS,CAMPOS BORGES,99
85200,4,SUPERIOR COMPLETO,326,Movimento Democrático Brasileiro,CAMPOS BORGES,1483
85200,4,SUPERIOR COMPLETO,326,Partido Democrático Trabalhista,CAMPOS BORGES,1343
85200,4,SUPERIOR COMPLETO,326,Partido Socialista Brasileiro,CAMPOS BORGES,230
85200,4,SUPERIOR COMPLETO,326,Movimento Democrático Brasileiro,CAMPOS BORGES,593
85200,4,SUPERIOR COMPLETO,326,Partido Trabalhista Brasileiro,CAMPOS BORGES,678
85200,4,SUPERIOR COMPLETO,326,Partido Democrático Trabalhista,CAMPOS BORGES,1435
85200,4,SUPERIOR INCOMPLETO,113,PROGRESSISTAS,CAMPOS BORGES,99
85200,4,SUPERIOR INCOMPLETO,113,Movimento Democrático Brasileiro,CAMPOS BORGES,1483
85200,4,SUPERIOR INCOMPLETO,113,Partido Democrático Trabalhista,CAMPOS BORGES,1343
85200,4,SUPERIOR INCOMPLETO,113,Partido Socialista Brasileiro,CAMPOS BORGES,230
85200,4,SUPERIOR INCOMPLETO,113,Movimento Democrático Brasileiro,CAMPOS BORGES,593
85200,4,SUPERIOR INCOMPLETO,113,Partido Trabalhista Brasileiro,CAMPOS BORGES,678
85200,4,SUPERIOR INCOMPLETO,113,Partido Democrático Trabalhista,CAMPOS BORGES,1435
85219,50,ANALFABETO,319,PROGRESSISTAS,ARROIO DOS RATOS,2094
85219,50,ANALFABETO,319,Movimento Democrático Brasileiro,ARROIO DOS RATOS,903
85219,50,ANALFABETO,319,Partido da Social Democracia Brasileira,ARROIO DOS RATOS,390
85219,50,ANALFABETO,319,Partido Socialista Brasileiro,ARROIO DOS RATOS,1374
85219,50,ANALFABETO,319,PROGRESSISTAS,ARROIO DOS RATOS,887
85219,50,ANALFABETO,319,Partido Social Democrático,ARROIO DOS RATOS,686
85219,50,ANALFABETO,319,Partido Democrático Trabalhista,ARROIO DOS RATOS,1752
85219,50,ANALFABETO,319,Partido Democrático Trabalhista,ARROIO DOS RATOS,3377
85219,50,ANALFABETO,319,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,394
85219,50,ANALFABETO,319,Partido Socialista Brasileiro,ARROIO DOS RATOS,2843
85219,50,ANALFABETO,319,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,295
85219,50,ANALFABETO,319,Partido dos Trabalhadores,ARROIO DOS RATOS,384
85219,50,ENSINO FUNDAMENTAL COMPLETO,871,PROGRESSISTAS,ARROIO DOS RATOS,2094
85219,50,ENSINO FUNDAMENTAL COMPLETO,871,Movimento Democrático Brasileiro,ARROIO DOS RATOS,903
85219,50,ENSINO FUNDAMENTAL COMPLETO,871,Partido da Social Democracia Brasileira,ARROIO DOS RATOS,390
85219,50,ENSINO FUNDAMENTAL COMPLETO,871,Partido Socialista Brasileiro,ARROIO DOS RATOS,1374
85219,50,ENSINO FUNDAMENTAL COMPLETO,871,PROGRESSISTAS,ARROIO DOS RATOS,887
85219,50,ENSINO FUNDAMENTAL COMPLETO,871,Partido Social Democrático,ARROIO DOS RATOS,686
85219,50,ENSINO FUNDAMENTAL COMPLETO,871,Partido Democrático Trabalhista,ARROIO DOS RATOS,1752
85219,50,ENSINO FUNDAMENTAL COMPLETO,871,Partido Democrático Trabalhista,ARROIO DOS RATOS,3377
85219,50,ENSINO FUNDAMENTAL COMPLETO,871,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,394
85219,50,ENSINO FUNDAMENTAL COMPLETO,871,Partido Socialista Brasileiro,ARROIO DOS RATOS,2843
85219,50,ENSINO FUNDAMENTAL COMPLETO,871,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,295
85219,50,ENSINO FUNDAMENTAL COMPLETO,871,Partido dos Trabalhadores,ARROIO DOS RATOS,384
85219,50,ENSINO FUNDAMENTAL INCOMPLETO,3284,PROGRESSISTAS,ARROIO DOS RATOS,2094
85219,50,ENSINO FUNDAMENTAL INCOMPLETO,3284,Movimento Democrático Brasileiro,ARROIO DOS RATOS,903
85219,50,ENSINO FUNDAMENTAL INCOMPLETO,3284,Partido da Social Democracia Brasileira,ARROIO DOS RATOS,390
85219,50,ENSINO FUNDAMENTAL INCOMPLETO,3284,Partido Socialista Brasileiro,ARROIO DOS RATOS,1374
85219,50,ENSINO FUNDAMENTAL INCOMPLETO,3284,PROGRESSISTAS,ARROIO DOS RATOS,887
85219,50,ENSINO FUNDAMENTAL INCOMPLETO,3284,Partido Social Democrático,ARROIO DOS RATOS,686
85219,50,ENSINO FUNDAMENTAL INCOMPLETO,3284,Partido Democrático Trabalhista,ARROIO DOS RATOS,1752
85219,50,ENSINO FUNDAMENTAL INCOMPLETO,3284,Partido Democrático Trabalhista,ARROIO DOS RATOS,3377
85219,50,ENSINO FUNDAMENTAL INCOMPLETO,3284,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,394
85219,50,ENSINO FUNDAMENTAL INCOMPLETO,3284,Partido Socialista Brasileiro,ARROIO DOS RATOS,2843
85219,50,ENSINO FUNDAMENTAL INCOMPLETO,3284,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,295
85219,50,ENSINO FUNDAMENTAL INCOMPLETO,3284,Partido dos Trabalhadores,ARROIO DOS RATOS,384
85219,50,ENSINO MÉDIO COMPLETO,2434,PROGRESSISTAS,ARROIO DOS RATOS,2094
85219,50,ENSINO MÉDIO COMPLETO,2434,Movimento Democrático Brasileiro,ARROIO DOS RATOS,903
85219,50,ENSINO MÉDIO COMPLETO,2434,Partido da Social Democracia Brasileira,ARROIO DOS RATOS,390
85219,50,ENSINO MÉDIO COMPLETO,2434,Partido Socialista Brasileiro,ARROIO DOS RATOS,1374
85219,50,ENSINO MÉDIO COMPLETO,2434,PROGRESSISTAS,ARROIO DOS RATOS,887
85219,50,ENSINO MÉDIO COMPLETO,2434,Partido Social Democrático,ARROIO DOS RATOS,686
85219,50,ENSINO MÉDIO COMPLETO,2434,Partido Democrático Trabalhista,ARROIO DOS RATOS,1752
85219,50,ENSINO MÉDIO COMPLETO,2434,Partido Democrático Trabalhista,ARROIO DOS RATOS,3377
85219,50,ENSINO MÉDIO COMPLETO,2434,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,394
85219,50,ENSINO MÉDIO COMPLETO,2434,Partido Socialista Brasileiro,ARROIO DOS RATOS,2843
85219,50,ENSINO MÉDIO COMPLETO,2434,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,295
85219,50,ENSINO MÉDIO COMPLETO,2434,Partido dos Trabalhadores,ARROIO DOS RATOS,384
85219,50,ENSINO MÉDIO INCOMPLETO,1180,PROGRESSISTAS,ARROIO DOS RATOS,2094
85219,50,ENSINO MÉDIO INCOMPLETO,1180,Movimento Democrático Brasileiro,ARROIO DOS RATOS,903
85219,50,ENSINO MÉDIO INCOMPLETO,1180,Partido da Social Democracia Brasileira,ARROIO DOS RATOS,390
85219,50,ENSINO MÉDIO INCOMPLETO,1180,Partido Socialista Brasileiro,ARROIO DOS RATOS,1374
85219,50,ENSINO MÉDIO INCOMPLETO,1180,PROGRESSISTAS,ARROIO DOS RATOS,887
85219,50,ENSINO MÉDIO INCOMPLETO,1180,Partido Social Democrático,ARROIO DOS RATOS,686
85219,50,ENSINO MÉDIO INCOMPLETO,1180,Partido Democrático Trabalhista,ARROIO DOS RATOS,1752
85219,50,ENSINO MÉDIO INCOMPLETO,1180,Partido Democrático Trabalhista,ARROIO DOS RATOS,3377
85219,50,ENSINO MÉDIO INCOMPLETO,1180,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,394
85219,50,ENSINO MÉDIO INCOMPLETO,1180,Partido Socialista Brasileiro,ARROIO DOS RATOS,2843
85219,50,ENSINO MÉDIO INCOMPLETO,1180,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,295
85219,50,ENSINO MÉDIO INCOMPLETO,1180,Partido dos Trabalhadores,ARROIO DOS RATOS,384
85219,50,LÊ E ESCREVE,688,PROGRESSISTAS,ARROIO DOS RATOS,2094
85219,50,LÊ E ESCREVE,688,Movimento Democrático Brasileiro,ARROIO DOS RATOS,903
85219,50,LÊ E ESCREVE,688,Partido da Social Democracia Brasileira,ARROIO DOS RATOS,390
85219,50,LÊ E ESCREVE,688,Partido Socialista Brasileiro,ARROIO DOS RATOS,1374
85219,50,LÊ E ESCREVE,688,PROGRESSISTAS,ARROIO DOS RATOS,887
85219,50,LÊ E ESCREVE,688,Partido Social Democrático,ARROIO DOS RATOS,686
85219,50,LÊ E ESCREVE,688,Partido Democrático Trabalhista,ARROIO DOS RATOS,1752
85219,50,LÊ E ESCREVE,688,Partido Democrático Trabalhista,ARROIO DOS RATOS,3377
85219,50,LÊ E ESCREVE,688,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,394
85219,50,LÊ E ESCREVE,688,Partido Socialista Brasileiro,ARROIO DOS RATOS,2843
85219,50,LÊ E ESCREVE,688,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,295
85219,50,LÊ E ESCREVE,688,Partido dos Trabalhadores,ARROIO DOS RATOS,384
85219,50,SUPERIOR COMPLETO,794,PROGRESSISTAS,ARROIO DOS RATOS,2094
85219,50,SUPERIOR COMPLETO,794,Movimento Democrático Brasileiro,ARROIO DOS RATOS,903
85219,50,SUPERIOR COMPLETO,794,Partido da Social Democracia Brasileira,ARROIO DOS RATOS,390
85219,50,SUPERIOR COMPLETO,794,Partido Socialista Brasileiro,ARROIO DOS RATOS,1374
85219,50,SUPERIOR COMPLETO,794,PROGRESSISTAS,ARROIO DOS RATOS,887
85219,50,SUPERIOR COMPLETO,794,Partido Social Democrático,ARROIO DOS RATOS,686
85219,50,SUPERIOR COMPLETO,794,Partido Democrático Trabalhista,ARROIO DOS RATOS,1752
85219,50,SUPERIOR COMPLETO,794,Partido Democrático Trabalhista,ARROIO DOS RATOS,3377
85219,50,SUPERIOR COMPLETO,794,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,394
85219,50,SUPERIOR COMPLETO,794,Partido Socialista Brasileiro,ARROIO DOS RATOS,2843
85219,50,SUPERIOR COMPLETO,794,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,295
85219,50,SUPERIOR COMPLETO,794,Partido dos Trabalhadores,ARROIO DOS RATOS,384
85219,50,SUPERIOR INCOMPLETO,531,PROGRESSISTAS,ARROIO DOS RATOS,2094
85219,50,SUPERIOR INCOMPLETO,531,Movimento Democrático Brasileiro,ARROIO DOS RATOS,903
85219,50,SUPERIOR INCOMPLETO,531,Partido da Social Democracia Brasileira,ARROIO DOS RATOS,390
85219,50,SUPERIOR INCOMPLETO,531,Partido Socialista Brasileiro,ARROIO DOS RATOS,1374
85219,50,SUPERIOR INCOMPLETO,531,PROGRESSISTAS,ARROIO DOS RATOS,887
85219,50,SUPERIOR INCOMPLETO,531,Partido Social Democrático,ARROIO DOS RATOS,686
85219,50,SUPERIOR INCOMPLETO,531,Partido Democrático Trabalhista,ARROIO DOS RATOS,1752
85219,50,SUPERIOR INCOMPLETO,531,Partido Democrático Trabalhista,ARROIO DOS RATOS,3377
85219,50,SUPERIOR INCOMPLETO,531,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,394
85219,50,SUPERIOR INCOMPLETO,531,Partido Socialista Brasileiro,ARROIO DOS RATOS,2843
85219,50,SUPERIOR INCOMPLETO,531,Partido Renovador Trabalhista Brasileiro,ARROIO DOS RATOS,295
85219,50,SUPERIOR INCOMPLETO,531,Partido dos Trabalhadores,ARROIO DOS RATOS,384
85227,64,ANALFABETO,120,Partido Democrático Trabalhista,CERRO GRANDE,1001
85227,64,ANALFABETO,120,Partido Trabalhista Brasileiro,CERRO GRANDE,518
85227,64,ANALFABETO,120,Partido dos Trabalhadores,CERRO GRANDE,154
85227,64,ANALFABETO,120,Partido Democrático Trabalhista,CERRO GRANDE,1103
85227,64,ANALFABETO,120,PROGRESSISTAS,CERRO GRANDE,779
85227,64,ANALFABETO,120,PROGRESSISTAS,CERRO GRANDE,1243
85227,64,ENSINO FUNDAMENTAL COMPLETO,204,Partido Democrático Trabalhista,CERRO GRANDE,1001
85227,64,ENSINO FUNDAMENTAL COMPLETO,204,Partido Trabalhista Brasileiro,CERRO GRANDE,518
85227,64,ENSINO FUNDAMENTAL COMPLETO,204,Partido dos Trabalhadores,CERRO GRANDE,154
85227,64,ENSINO FUNDAMENTAL COMPLETO,204,Partido Democrático Trabalhista,CERRO GRANDE,1103
85227,64,ENSINO FUNDAMENTAL COMPLETO,204,PROGRESSISTAS,CERRO GRANDE,779
85227,64,ENSINO FUNDAMENTAL COMPLETO,204,PROGRESSISTAS,CERRO GRANDE,1243
85227,64,ENSINO FUNDAMENTAL INCOMPLETO,1082,Partido Democrático Trabalhista,CERRO GRANDE,1001
85227,64,ENSINO FUNDAMENTAL INCOMPLETO,1082,Partido Trabalhista Brasileiro,CERRO GRANDE,518
85227,64,ENSINO FUNDAMENTAL INCOMPLETO,1082,Partido dos Trabalhadores,CERRO GRANDE,154
85227,64,ENSINO FUNDAMENTAL INCOMPLETO,1082,Partido Democrático Trabalhista,CERRO GRANDE,1103
85227,64,ENSINO FUNDAMENTAL INCOMPLETO,1082,PROGRESSISTAS,CERRO GRANDE,779
85227,64,ENSINO FUNDAMENTAL INCOMPLETO,1082,PROGRESSISTAS,CERRO GRANDE,1243
85227,64,ENSINO MÉDIO COMPLETO,313,Partido Democrático Trabalhista,CERRO GRANDE,1001
85227,64,ENSINO MÉDIO COMPLETO,313,Partido Trabalhista Brasileiro,CERRO GRANDE,518
85227,64,ENSINO MÉDIO COMPLETO,313,Partido dos Trabalhadores,CERRO GRANDE,154
85227,64,ENSINO MÉDIO COMPLETO,313,Partido Democrático Trabalhista,CERRO GRANDE,1103
85227,64,ENSINO MÉDIO COMPLETO,313,PROGRESSISTAS,CERRO GRANDE,779
85227,64,ENSINO MÉDIO COMPLETO,313,PROGRESSISTAS,CERRO GRANDE,1243
85227,64,ENSINO MÉDIO INCOMPLETO,371,Partido Democrático Trabalhista,CERRO GRANDE,1001
85227,64,ENSINO MÉDIO INCOMPLETO,371,Partido Trabalhista Brasileiro,CERRO GRANDE,518
85227,64,ENSINO MÉDIO INCOMPLETO,371,Partido dos Trabalhadores,CERRO GRANDE,154
85227,64,ENSINO MÉDIO INCOMPLETO,371,Partido Democrático Trabalhista,CERRO GRANDE,1103
85227,64,ENSINO MÉDIO INCOMPLETO,371,PROGRESSISTAS,CERRO GRANDE,779
85227,64,ENSINO MÉDIO INCOMPLETO,371,PROGRESSISTAS,CERRO GRANDE,1243
85227,64,LÊ E ESCREVE,135,Partido Democrático Trabalhista,CERRO GRANDE,1001
85227,64,LÊ E ESCREVE,135,Partido Trabalhista Brasileiro,CERRO GRANDE,518
85227,64,LÊ E ESCREVE,135,Partido dos Trabalhadores,CERRO GRANDE,154
85227,64,LÊ E ESCREVE,135,Partido Democrático Trabalhista,CERRO GRANDE,1103
85227,64,LÊ E ESCREVE,135,PROGRESSISTAS,CERRO GRANDE,779
85227,64,LÊ E ESCREVE,135,PROGRESSISTAS,CERRO GRANDE,1243
85227,64,SUPERIOR COMPLETO,158,Partido Democrático Trabalhista,CERRO GRANDE,1001
85227,64,SUPERIOR COMPLETO,158,Partido Trabalhista Brasileiro,CERRO GRANDE,518
85227,64,SUPERIOR COMPLETO,158,Partido dos Trabalhadores,CERRO GRANDE,154
85227,64,SUPERIOR COMPLETO,158,Partido Democrático Trabalhista,CERRO GRANDE,1103
85227,64,SUPERIOR COMPLETO,158,PROGRESSISTAS,CERRO GRANDE,779
85227,64,SUPERIOR COMPLETO,158,PROGRESSISTAS,CERRO GRANDE,1243
85227,64,SUPERIOR INCOMPLETO,105,Partido Democrático Trabalhista,CERRO GRANDE,1001
85227,64,SUPERIOR INCOMPLETO,105,Partido Trabalhista Brasileiro,CERRO GRANDE,518
85227,64,SUPERIOR INCOMPLETO,105,Partido dos Trabalhadores,CERRO GRANDE,154
85227,64,SUPERIOR INCOMPLETO,105,Partido Democrático Trabalhista,CERRO GRANDE,1103
85227,64,SUPERIOR INCOMPLETO,105,PROGRESSISTAS,CERRO GRANDE,779
85227,64,SUPERIOR INCOMPLETO,105,PROGRESSISTAS,CERRO GRANDE,1243
85235,154,ANALFABETO,441,Partido Socialista Brasileiro,ARROIO DO TIGRE,1475
85235,154,ANALFABETO,441,PROGRESSISTAS,ARROIO DO TIGRE,6075
85235,154,ANALFABETO,441,Partido Democrático Trabalhista,ARROIO DO TIGRE,2616
85235,154,ANALFABETO,441,PROGRESSISTAS,ARROIO DO TIGRE,3560
85235,154,ANALFABETO,441,Partido Liberal,ARROIO DO TIGRE,2300
85235,154,ANALFABETO,441,Partido Liberal,ARROIO DO TIGRE,484
85235,154,ANALFABETO,441,Movimento Democrático Brasileiro,ARROIO DO TIGRE,873
85235,154,ENSINO FUNDAMENTAL COMPLETO,1097,Partido Socialista Brasileiro,ARROIO DO TIGRE,1475
85235,154,ENSINO FUNDAMENTAL COMPLETO,1097,PROGRESSISTAS,ARROIO DO TIGRE,6075
85235,154,ENSINO FUNDAMENTAL COMPLETO,1097,Partido Democrático Trabalhista,ARROIO DO TIGRE,2616
85235,154,ENSINO FUNDAMENTAL COMPLETO,1097,PROGRESSISTAS,ARROIO DO TIGRE,3560
85235,154,ENSINO FUNDAMENTAL COMPLETO,1097,Partido Liberal,ARROIO DO TIGRE,2300
85235,154,ENSINO FUNDAMENTAL COMPLETO,1097,Partido Liberal,ARROIO DO TIGRE,484
85235,154,ENSINO FUNDAMENTAL COMPLETO,1097,Movimento Democrático Brasileiro,ARROIO DO TIGRE,873
85235,154,ENSINO FUNDAMENTAL INCOMPLETO,4663,Partido Socialista Brasileiro,ARROIO DO TIGRE,1475
85235,154,ENSINO FUNDAMENTAL INCOMPLETO,4663,PROGRESSISTAS,ARROIO DO TIGRE,6075
85235,154,ENSINO FUNDAMENTAL INCOMPLETO,4663,Partido Democrático Trabalhista,ARROIO DO TIGRE,2616
85235,154,ENSINO FUNDAMENTAL INCOMPLETO,4663,PROGRESSISTAS,ARROIO DO TIGRE,3560
85235,154,ENSINO FUNDAMENTAL INCOMPLETO,4663,Partido Liberal,ARROIO DO TIGRE,2300
85235,154,ENSINO FUNDAMENTAL INCOMPLETO,4663,Partido Liberal,ARROIO DO TIGRE,484
85235,154,ENSINO FUNDAMENTAL INCOMPLETO,4663,Movimento Democrático Brasileiro,ARROIO DO TIGRE,873
85235,154,ENSINO MÉDIO COMPLETO,1648,Partido Socialista Brasileiro,ARROIO DO TIGRE,1475
85235,154,ENSINO MÉDIO COMPLETO,1648,PROGRESSISTAS,ARROIO DO TIGRE,6075
85235,154,ENSINO MÉDIO COMPLETO,1648,Partido Democrático Trabalhista,ARROIO DO TIGRE,2616
85235,154,ENSINO MÉDIO COMPLETO,1648,PROGRESSISTAS,ARROIO DO TIGRE,3560
85235,154,ENSINO MÉDIO COMPLETO,1648,Partido Liberal,ARROIO DO TIGRE,2300
85235,154,ENSINO MÉDIO COMPLETO,1648,Partido Liberal,ARROIO DO TIGRE,484
85235,154,ENSINO MÉDIO COMPLETO,1648,Movimento Democrático Brasileiro,ARROIO DO TIGRE,873
85235,154,ENSINO MÉDIO INCOMPLETO,1229,Partido Socialista Brasileiro,ARROIO DO TIGRE,1475
85235,154,ENSINO MÉDIO INCOMPLETO,1229,PROGRESSISTAS,ARROIO DO TIGRE,6075
85235,154,ENSINO MÉDIO INCOMPLETO,1229,Partido Democrático Trabalhista,ARROIO DO TIGRE,2616
85235,154,ENSINO MÉDIO INCOMPLETO,1229,PROGRESSISTAS,ARROIO DO TIGRE,3560
85235,154,ENSINO MÉDIO INCOMPLETO,1229,Partido Liberal,ARROIO DO TIGRE,2300
85235,154,ENSINO MÉDIO INCOMPLETO,1229,Partido Liberal,ARROIO DO TIGRE,484
85235,154,ENSINO MÉDIO INCOMPLETO,1229,Movimento Democrático Brasileiro,ARROIO DO TIGRE,873
85235,154,LÊ E ESCREVE,258,Partido Socialista Brasileiro,ARROIO DO TIGRE,1475
85235,154,LÊ E ESCREVE,258,PROGRESSISTAS,ARROIO DO TIGRE,6075
85235,154,LÊ E ESCREVE,258,Partido Democrático Trabalhista,ARROIO DO TIGRE,2616
85235,154,LÊ E ESCREVE,258,PROGRESSISTAS,ARROIO DO TIGRE,3560
85235,154,LÊ E ESCREVE,258,Partido Liberal,ARROIO DO TIGRE,2300
85235,154,LÊ E ESCREVE,258,Partido Liberal,ARROIO DO TIGRE,484
85235,154,LÊ E ESCREVE,258,Movimento Democrático Brasileiro,ARROIO DO TIGRE,873
85235,154,SUPERIOR COMPLETO,775,Partido Socialista Brasileiro,ARROIO DO TIGRE,1475
85235,154,SUPERIOR COMPLETO,775,PROGRESSISTAS,ARROIO DO TIGRE,6075
85235,154,SUPERIOR COMPLETO,775,Partido Democrático Trabalhista,ARROIO DO TIGRE,2616
85235,154,SUPERIOR COMPLETO,775,PROGRESSISTAS,ARROIO DO TIGRE,3560
85235,154,SUPERIOR COMPLETO,775,Partido Liberal,ARROIO DO TIGRE,2300
85235,154,SUPERIOR COMPLETO,775,Partido Liberal,ARROIO DO TIGRE,484
85235,154,SUPERIOR COMPLETO,775,Movimento Democrático Brasileiro,ARROIO DO TIGRE,873
85235,154,SUPERIOR INCOMPLETO,241,Partido Socialista Brasileiro,ARROIO DO TIGRE,1475
